order_id,customer_id,order_date,order_status,product_id,quantity,price,product_name,category,signup_date,country,revenue
ORD2009,CUST1416,2023-12-26,completed,PROD20,1,34.99,Final Shot Hat,Hats,2024-01-12,US,34.99
ORD2009,CUST1416,2023-12-26,completed,PROD2,2,29.99,9 Ball Hat,Hats,2024-01-12,US,59.98
ORD2009,CUST1416,2023-12-26,completed,PROD6,2,29.99,Corner Pocket Hat,Hats,2024-01-12,US,59.98
ORD2010,CUST1097,2023-05-25,completed,PROD15,3,29.99,Hustler Hat,Hats,2024-01-18,US,89.97
ORD2010,CUST1097,2023-05-25,completed,PROD16,3,34.99,Rack Em Hat,Hats,2024-01-18,US,104.97
ORD2011,CUST1104,2023-11-04,completed,PROD3,1,44.99,Cue Stick Cap,Hats,2023-11-13,DE,44.99
ORD2011,CUST1104,2023-11-04,completed,PROD17,3,29.99,Side Pocket Hat,Hats,2023-11-13,DE,89.97
ORD2011,CUST1104,2023-11-04,completed,PROD9,3,29.99,Stripes Hat,Accessories,2023-11-13,DE,89.97
ORD2011,CUST1104,2023-11-04,completed,PROD10,3,34.99,Solids Hat,Hats,2023-11-13,DE,104.97
ORD2012,CUST1098,2023-02-13,completed,PROD2,3,39.99,9 Ball Hat,Hats,2023-10-27,US,119.97
ORD2013,CUST1384,2023-08-23,completed,PROD2,2,29.99,9 Ball Hat,Hats,2023-01-06,MX,59.98
ORD2014,CUST1404,2024-03-27,completed,PROD9,3,44.99,Stripes Hat,Accessories,2024-01-15,US,134.97
ORD2014,CUST1404,2024-03-27,completed,PROD1,3,29.99,8 Ball Hat,Hats,2024-01-15,US,89.97
ORD2014,CUST1404,2024-03-27,completed,PROD8,2,34.99,Blackout Hat,Accessories,2024-01-15,US,69.98
ORD2015,CUST1495,2023-08-09,completed,PROD11,2,44.99,Chalk Logo Hat,Hats,2023-09-22,US,89.98
ORD2015,CUST1495,2023-08-09,completed,PROD2,1,34.99,9 Ball Hat,Hats,2023-09-22,US,34.99
ORD2015,CUST1495,2023-08-09,completed,PROD9,1,29.99,Stripes Hat,Accessories,2023-09-22,US,29.99
ORD2016,CUST1310,2023-06-05,completed,PROD12,1,29.99,Vintage Pool Hat,Hats,2024-04-15,US,29.99
ORD2016,CUST1310,2023-06-05,completed,PROD11,2,44.99,Chalk Logo Hat,Hats,2024-04-15,US,89.98
ORD2016,CUST1310,2023-06-05,completed,PROD5,3,29.99,Pocket King Hat,Hats,2024-04-15,US,89.97
ORD2016,CUST1310,2023-06-05,completed,PROD19,3,34.99,Rail King Hat,Accessories,2024-04-15,US,104.97
ORD2017,CUST1005,2024-04-23,completed,PROD11,2,29.99,Chalk Logo Hat,Hats,2024-01-08,US,59.98
ORD2017,CUST1005,2024-04-23,completed,PROD14,2,44.99,Golden Cue Hat,Accessories,2024-01-08,US,89.98
ORD2018,CUST1475,2023-02-26,completed,PROD10,3,44.99,Solids Hat,Hats,2024-03-30,,134.97
ORD2018,CUST1475,2023-02-26,completed,PROD2,3,29.99,9 Ball Hat,Hats,2024-03-30,,89.97
ORD2018,CUST1475,2023-02-26,completed,PROD4,3,44.99,Break Shot Hat,Accessories,2024-03-30,,134.97
ORD2018,CUST1475,2023-02-26,completed,PROD19,2,34.99,Rail King Hat,Accessories,2024-03-30,,69.98
ORD2019,CUST1464,2023-07-04,cancelled,PROD12,3,39.99,Vintage Pool Hat,Hats,2023-01-11,,119.97
ORD2019,CUST1464,2023-07-04,cancelled,PROD19,1,39.99,Rail King Hat,Accessories,2023-01-11,,39.99
ORD2020,CUST1196,2023-06-10,completed,PROD17,2,34.99,Side Pocket Hat,Hats,2024-05-03,MX,69.98
ORD2021,CUST1350,2023-05-31,completed,PROD14,2,29.99,Golden Cue Hat,Accessories,2023-08-04,CA,59.98
ORD2021,CUST1350,2023-05-31,completed,PROD15,2,29.99,Hustler Hat,Hats,2023-08-04,CA,59.98
ORD2021,CUST1350,2023-05-31,completed,PROD4,3,34.99,Break Shot Hat,Accessories,2023-08-04,CA,104.97
ORD2021,CUST1350,2023-05-31,completed,PROD2,3,44.99,9 Ball Hat,Hats,2023-08-04,CA,134.97
ORD2022,CUST1132,2023-03-28,completed,PROD9,3,44.99,Stripes Hat,Accessories,2024-04-17,US,134.97
ORD2022,CUST1132,2023-03-28,completed,PROD15,1,39.99,Hustler Hat,Hats,2024-04-17,US,39.99
ORD2022,CUST1132,2023-03-28,completed,PROD18,2,34.99,Bank Shot Hat,Accessories,2024-04-17,US,69.98
ORD2022,CUST1132,2023-03-28,completed,PROD20,3,34.99,Final Shot Hat,Hats,2024-04-17,US,104.97
ORD2023,CUST1357,2023-06-09,completed,PROD7,3,34.99,Lucky 7 Hat,Accessories,2023-04-04,CA,104.97
ORD2024,CUST1258,2023-03-09,cancelled,PROD8,3,39.99,Blackout Hat,Accessories,2023-03-14,CA,119.97
ORD2024,CUST1258,2023-03-09,cancelled,PROD19,3,29.99,Rail King Hat,Accessories,2023-03-14,CA,89.97
ORD2025,CUST1436,2023-12-20,completed,PROD3,2,44.99,Cue Stick Cap,Hats,2023-12-01,US,89.98
ORD2026,CUST1022,2023-08-24,completed,PROD2,2,29.99,9 Ball Hat,Hats,2023-09-08,US,59.98
ORD2026,CUST1022,2023-08-24,completed,PROD11,1,39.99,Chalk Logo Hat,Hats,2023-09-08,US,39.99
ORD2026,CUST1022,2023-08-24,completed,PROD9,2,44.99,Stripes Hat,Accessories,2023-09-08,US,89.98
ORD2026,CUST1022,2023-08-24,completed,PROD17,2,39.99,Side Pocket Hat,Hats,2023-09-08,US,79.98
ORD2027,CUST1484,2023-04-03,completed,PROD18,2,44.99,Bank Shot Hat,Accessories,2023-10-17,CA,89.98
ORD2027,CUST1484,2023-04-03,completed,PROD20,2,34.99,Final Shot Hat,Hats,2023-10-17,CA,69.98
ORD2028,CUST1052,2023-03-16,completed,PROD5,2,39.99,Pocket King Hat,Hats,2023-08-05,DE,79.98
ORD2028,CUST1052,2023-03-16,completed,PROD3,3,44.99,Cue Stick Cap,Hats,2023-08-05,DE,134.97
ORD2029,CUST1164,2023-10-10,completed,PROD17,1,34.99,Side Pocket Hat,Hats,2023-09-13,US,34.99
ORD2029,CUST1164,2023-10-10,completed,PROD12,1,29.99,Vintage Pool Hat,Hats,2023-09-13,US,29.99
ORD2030,CUST1201,2024-01-03,completed,PROD2,3,29.99,9 Ball Hat,Hats,2023-04-19,US,89.97
ORD2030,CUST1201,2024-01-03,completed,PROD19,2,39.99,Rail King Hat,Accessories,2023-04-19,US,79.98
ORD2030,CUST1201,2024-01-03,completed,PROD10,2,34.99,Solids Hat,Hats,2023-04-19,US,69.98
ORD2031,CUST1457,2023-04-27,completed,PROD6,2,44.99,Corner Pocket Hat,Hats,2023-05-28,CA,89.98
ORD2032,CUST1082,2023-03-18,completed,PROD2,2,29.99,9 Ball Hat,Hats,2023-01-21,US,59.98
ORD2033,CUST1144,2023-08-19,completed,PROD7,1,44.99,Lucky 7 Hat,Accessories,2023-05-18,US,44.99
ORD2034,CUST1084,2023-09-26,completed,PROD12,3,29.99,Vintage Pool Hat,Hats,2023-12-04,US,89.97
ORD2035,CUST1077,2023-12-06,completed,PROD18,1,29.99,Bank Shot Hat,Accessories,2023-06-29,US,29.99
ORD2036,CUST1456,2024-05-06,completed,PROD10,2,34.99,Solids Hat,Hats,2023-04-02,US,69.98
ORD2036,CUST1456,2024-05-06,completed,PROD14,3,34.99,Golden Cue Hat,Accessories,2023-04-02,US,104.97
ORD2036,CUST1456,2024-05-06,completed,PROD16,3,29.99,Rack Em Hat,Hats,2023-04-02,US,89.97
ORD2036,CUST1456,2024-05-06,completed,PROD17,2,34.99,Side Pocket Hat,Hats,2023-04-02,US,69.98
ORD2037,CUST1365,2023-11-16,completed,PROD3,1,44.99,Cue Stick Cap,Hats,2023-05-27,US,44.99
ORD2038,CUST1000,2023-12-18,completed,PROD18,2,34.99,Bank Shot Hat,Accessories,2023-08-29,US,69.98
ORD2038,CUST1000,2023-12-18,completed,PROD12,1,29.99,Vintage Pool Hat,Hats,2023-08-29,US,29.99
ORD2039,CUST1050,2023-08-16,completed,PROD8,1,44.99,Blackout Hat,Accessories,2024-06-03,,44.99
ORD2039,CUST1050,2023-08-16,completed,PROD13,2,44.99,Midnight Felt Hat,Accessories,2024-06-03,,89.98
ORD2040,CUST1172,2023-08-25,completed,PROD11,1,44.99,Chalk Logo Hat,Hats,2023-12-25,CA,44.99
ORD2040,CUST1172,2023-08-25,completed,PROD3,2,44.99,Cue Stick Cap,Hats,2023-12-25,CA,89.98
ORD2040,CUST1172,2023-08-25,completed,PROD6,1,39.99,Corner Pocket Hat,Hats,2023-12-25,CA,39.99
ORD2040,CUST1172,2023-08-25,completed,PROD13,2,39.99,Midnight Felt Hat,Accessories,2023-12-25,CA,79.98
ORD2041,CUST1204,2024-05-10,completed,PROD7,3,29.99,Lucky 7 Hat,Accessories,2023-08-16,MX,89.97
ORD2041,CUST1204,2024-05-10,completed,PROD14,3,44.99,Golden Cue Hat,Accessories,2023-08-16,MX,134.97
ORD2041,CUST1204,2024-05-10,completed,PROD1,3,29.99,8 Ball Hat,Hats,2023-08-16,MX,89.97
ORD2041,CUST1204,2024-05-10,completed,PROD6,3,29.99,Corner Pocket Hat,Hats,2023-08-16,MX,89.97
ORD2042,CUST1259,2024-03-06,completed,PROD11,1,44.99,Chalk Logo Hat,Hats,2023-09-20,US,44.99
ORD2042,CUST1259,2024-03-06,completed,PROD5,3,29.99,Pocket King Hat,Hats,2023-09-20,US,89.97
ORD2042,CUST1259,2024-03-06,completed,PROD16,2,39.99,Rack Em Hat,Hats,2023-09-20,US,79.98
ORD2042,CUST1259,2024-03-06,completed,PROD18,1,39.99,Bank Shot Hat,Accessories,2023-09-20,US,39.99
ORD2043,CUST1445,2024-04-06,completed,PROD19,1,44.99,Rail King Hat,Accessories,2023-12-10,DE,44.99
ORD2043,CUST1445,2024-04-06,completed,PROD6,3,39.99,Corner Pocket Hat,Hats,2023-12-10,DE,119.97
ORD2044,CUST1448,2023-12-01,completed,PROD4,1,44.99,Break Shot Hat,Accessories,2023-04-11,US,44.99
ORD2044,CUST1448,2023-12-01,completed,PROD8,3,44.99,Blackout Hat,Accessories,2023-04-11,US,134.97
ORD2044,CUST1448,2023-12-01,completed,PROD3,3,44.99,Cue Stick Cap,Hats,2023-04-11,US,134.97
ORD2045,CUST1368,2023-10-13,completed,PROD13,3,39.99,Midnight Felt Hat,Accessories,2024-04-10,US,119.97
ORD2045,CUST1368,2023-10-13,completed,PROD11,1,39.99,Chalk Logo Hat,Hats,2024-04-10,US,39.99
ORD2045,CUST1368,2023-10-13,completed,PROD20,2,44.99,Final Shot Hat,Hats,2024-04-10,US,89.98
ORD2045,CUST1368,2023-10-13,completed,PROD14,3,29.99,Golden Cue Hat,Accessories,2024-04-10,US,89.97
ORD2046,CUST1487,2023-08-13,completed,PROD9,3,29.99,Stripes Hat,Accessories,2023-03-23,US,89.97
ORD2047,CUST1287,2023-12-20,completed,PROD2,1,29.99,9 Ball Hat,Hats,2023-04-23,CA,29.99
ORD2047,CUST1287,2023-12-20,completed,PROD12,2,29.99,Vintage Pool Hat,Hats,2023-04-23,CA,59.98
ORD2048,CUST1033,2023-03-06,completed,PROD16,3,34.99,Rack Em Hat,Hats,2023-09-12,DE,104.97
ORD2048,CUST1033,2023-03-06,completed,PROD19,3,44.99,Rail King Hat,Accessories,2023-09-12,DE,134.97
ORD2048,CUST1033,2023-03-06,completed,PROD4,3,34.99,Break Shot Hat,Accessories,2023-09-12,DE,104.97
ORD2048,CUST1033,2023-03-06,completed,PROD18,2,44.99,Bank Shot Hat,Accessories,2023-09-12,DE,89.98
ORD2049,CUST1347,2023-09-30,completed,PROD5,3,44.99,Pocket King Hat,Hats,2024-02-17,US,134.97
ORD2050,CUST1094,2023-11-21,completed,PROD15,3,29.99,Hustler Hat,Hats,2023-06-13,UK,89.97
ORD2051,CUST1071,2023-09-01,completed,PROD1,3,29.99,8 Ball Hat,Hats,2024-01-23,US,89.97
ORD2051,CUST1071,2023-09-01,completed,PROD5,2,34.99,Pocket King Hat,Hats,2024-01-23,US,69.98
ORD2052,CUST1038,2023-10-15,completed,PROD9,1,34.99,Stripes Hat,Accessories,2023-02-14,MX,34.99
ORD2052,CUST1038,2023-10-15,completed,PROD6,2,44.99,Corner Pocket Hat,Hats,2023-02-14,MX,89.98
ORD2053,CUST1153,2023-12-16,completed,PROD20,3,44.99,Final Shot Hat,Hats,2023-05-06,CA,134.97
ORD2053,CUST1153,2023-12-16,completed,PROD13,2,29.99,Midnight Felt Hat,Accessories,2023-05-06,CA,59.98
ORD2053,CUST1153,2023-12-16,completed,PROD7,2,34.99,Lucky 7 Hat,Accessories,2023-05-06,CA,69.98
ORD2054,CUST1249,2024-02-01,cancelled,PROD8,1,34.99,Blackout Hat,Accessories,2023-10-05,DE,34.99
ORD2054,CUST1249,2024-02-01,cancelled,PROD9,3,44.99,Stripes Hat,Accessories,2023-10-05,DE,134.97
ORD2055,CUST1161,2023-04-29,completed,PROD7,2,44.99,Lucky 7 Hat,Accessories,2024-05-06,MX,89.98
ORD2055,CUST1161,2023-04-29,completed,PROD18,3,44.99,Bank Shot Hat,Accessories,2024-05-06,MX,134.97
ORD2055,CUST1161,2023-04-29,completed,PROD13,1,44.99,Midnight Felt Hat,Accessories,2024-05-06,MX,44.99
ORD2056,CUST1437,2023-02-23,completed,PROD1,1,44.99,8 Ball Hat,Hats,2023-02-21,UK,44.99
ORD2056,CUST1437,2023-02-23,completed,PROD4,3,34.99,Break Shot Hat,Accessories,2023-02-21,UK,104.97
ORD2057,CUST1117,2023-02-19,completed,PROD7,3,29.99,Lucky 7 Hat,Accessories,2024-05-26,US,89.97
ORD2057,CUST1117,2023-02-19,completed,PROD13,2,39.99,Midnight Felt Hat,Accessories,2024-05-26,US,79.98
ORD2057,CUST1117,2023-02-19,completed,PROD17,1,44.99,Side Pocket Hat,Hats,2024-05-26,US,44.99
ORD2058,CUST1258,2023-03-17,completed,PROD7,2,39.99,Lucky 7 Hat,Accessories,2023-03-14,CA,79.98
ORD2059,CUST1378,2023-12-24,completed,PROD18,1,39.99,Bank Shot Hat,Accessories,2023-07-24,UK,39.99
ORD2060,CUST1305,2023-08-24,completed,PROD17,3,44.99,Side Pocket Hat,Hats,2023-02-21,,134.97
ORD2061,CUST1267,2023-11-30,completed,PROD12,2,44.99,Vintage Pool Hat,Hats,2023-05-16,MX,89.98
ORD2062,CUST1448,2024-05-15,cancelled,PROD17,2,39.99,Side Pocket Hat,Hats,2023-04-11,US,79.98
ORD2062,CUST1448,2024-05-15,cancelled,PROD19,1,34.99,Rail King Hat,Accessories,2023-04-11,US,34.99
ORD2063,CUST1053,2023-12-02,completed,PROD20,2,29.99,Final Shot Hat,Hats,2023-02-23,DE,59.98
ORD2063,CUST1053,2023-12-02,completed,PROD4,1,29.99,Break Shot Hat,Accessories,2023-02-23,DE,29.99
ORD2064,CUST1235,2024-05-03,completed,PROD17,1,39.99,Side Pocket Hat,Hats,2023-04-07,MX,39.99
ORD2064,CUST1235,2024-05-03,completed,PROD7,1,29.99,Lucky 7 Hat,Accessories,2023-04-07,MX,29.99
ORD2064,CUST1235,2024-05-03,completed,PROD9,2,29.99,Stripes Hat,Accessories,2023-04-07,MX,59.98
ORD2065,CUST1388,2023-02-19,completed,PROD18,1,39.99,Bank Shot Hat,Accessories,2023-12-24,UK,39.99
ORD2065,CUST1388,2023-02-19,completed,PROD14,2,39.99,Golden Cue Hat,Accessories,2023-12-24,UK,79.98
ORD2066,CUST1477,2024-02-17,completed,PROD11,3,29.99,Chalk Logo Hat,Hats,2023-03-31,CA,89.97
ORD2066,CUST1477,2024-02-17,completed,PROD19,2,39.99,Rail King Hat,Accessories,2023-03-31,CA,79.98
ORD2067,CUST1221,2023-12-14,completed,PROD16,2,39.99,Rack Em Hat,Hats,2023-12-02,CA,79.98
ORD2067,CUST1221,2023-12-14,completed,PROD6,1,29.99,Corner Pocket Hat,Hats,2023-12-02,CA,29.99
ORD2067,CUST1221,2023-12-14,completed,PROD3,2,44.99,Cue Stick Cap,Hats,2023-12-02,CA,89.98
ORD2067,CUST1221,2023-12-14,completed,PROD2,2,29.99,9 Ball Hat,Hats,2023-12-02,CA,59.98
ORD2068,CUST1250,2024-04-26,completed,PROD8,2,34.99,Blackout Hat,Accessories,2023-02-18,US,69.98
ORD2069,CUST1312,2024-04-08,completed,PROD12,1,39.99,Vintage Pool Hat,Hats,2023-02-15,US,39.99
ORD2069,CUST1312,2024-04-08,completed,PROD4,3,39.99,Break Shot Hat,Accessories,2023-02-15,US,119.97
ORD2069,CUST1312,2024-04-08,completed,PROD3,3,44.99,Cue Stick Cap,Hats,2023-02-15,US,134.97
ORD2069,CUST1312,2024-04-08,completed,PROD10,2,29.99,Solids Hat,Hats,2023-02-15,US,59.98
ORD2070,CUST1400,2023-11-07,completed,PROD1,3,44.99,8 Ball Hat,Hats,2024-02-03,US,134.97
ORD2070,CUST1400,2023-11-07,completed,PROD13,2,29.99,Midnight Felt Hat,Accessories,2024-02-03,US,59.98
ORD2071,CUST1111,2023-12-04,completed,PROD19,1,34.99,Rail King Hat,Accessories,2023-06-07,US,34.99
ORD2072,CUST1254,2024-03-24,completed,PROD6,3,29.99,Corner Pocket Hat,Hats,2023-12-24,US,89.97
ORD2072,CUST1254,2024-03-24,completed,PROD4,3,39.99,Break Shot Hat,Accessories,2023-12-24,US,119.97
ORD2073,CUST1302,2023-06-15,completed,PROD12,3,39.99,Vintage Pool Hat,Hats,2023-01-10,CA,119.97
ORD2073,CUST1302,2023-06-15,completed,PROD2,2,44.99,9 Ball Hat,Hats,2023-01-10,CA,89.98
ORD2074,CUST1406,2023-04-22,completed,PROD8,2,34.99,Blackout Hat,Accessories,2024-03-01,US,69.98
ORD2074,CUST1406,2023-04-22,completed,PROD20,2,29.99,Final Shot Hat,Hats,2024-03-01,US,59.98
ORD2074,CUST1406,2023-04-22,completed,PROD11,1,39.99,Chalk Logo Hat,Hats,2024-03-01,US,39.99
ORD2075,CUST1206,2023-03-30,completed,PROD3,2,44.99,Cue Stick Cap,Hats,2023-01-21,US,89.98
ORD2075,CUST1206,2023-03-30,completed,PROD11,1,44.99,Chalk Logo Hat,Hats,2023-01-21,US,44.99
ORD2075,CUST1206,2023-03-30,completed,PROD17,1,34.99,Side Pocket Hat,Hats,2023-01-21,US,34.99
ORD2076,CUST1228,2023-04-27,cancelled,PROD5,2,44.99,Pocket King Hat,Hats,2023-04-09,DE,89.98
ORD2076,CUST1228,2023-04-27,cancelled,PROD15,1,39.99,Hustler Hat,Hats,2023-04-09,DE,39.99
ORD2077,CUST1340,2023-11-27,completed,PROD2,2,39.99,9 Ball Hat,Hats,2023-01-11,CA,79.98
ORD2077,CUST1340,2023-11-27,completed,PROD12,2,34.99,Vintage Pool Hat,Hats,2023-01-11,CA,69.98
ORD2078,CUST1397,2024-01-04,completed,PROD14,1,44.99,Golden Cue Hat,Accessories,2023-07-25,US,44.99
ORD2078,CUST1397,2024-01-04,completed,PROD1,3,44.99,8 Ball Hat,Hats,2023-07-25,US,134.97
ORD2078,CUST1397,2024-01-04,completed,PROD8,1,34.99,Blackout Hat,Accessories,2023-07-25,US,34.99
ORD2079,CUST1065,2023-03-19,completed,PROD5,2,34.99,Pocket King Hat,Hats,2023-02-27,CA,69.98
ORD2079,CUST1065,2023-03-19,completed,PROD14,1,39.99,Golden Cue Hat,Accessories,2023-02-27,CA,39.99
ORD2079,CUST1065,2023-03-19,completed,PROD6,1,29.99,Corner Pocket Hat,Hats,2023-02-27,CA,29.99
ORD2079,CUST1065,2023-03-19,completed,PROD3,3,44.99,Cue Stick Cap,Hats,2023-02-27,CA,134.97
ORD2080,CUST1074,2023-02-27,completed,PROD12,2,39.99,Vintage Pool Hat,Hats,2023-02-05,MX,79.98
ORD2081,CUST1434,2023-06-04,completed,PROD9,3,39.99,Stripes Hat,Accessories,2023-01-20,US,119.97
ORD2082,CUST1102,2023-05-03,completed,PROD16,3,44.99,Rack Em Hat,Hats,2023-05-31,US,134.97
ORD2082,CUST1102,2023-05-03,completed,PROD10,1,34.99,Solids Hat,Hats,2023-05-31,US,34.99
ORD2082,CUST1102,2023-05-03,completed,PROD18,1,44.99,Bank Shot Hat,Accessories,2023-05-31,US,44.99
ORD2083,CUST1421,2023-05-03,completed,PROD2,1,34.99,9 Ball Hat,Hats,2024-04-20,UK,34.99
ORD2083,CUST1421,2023-05-03,completed,PROD7,2,34.99,Lucky 7 Hat,Accessories,2024-04-20,UK,69.98
ORD2083,CUST1421,2023-05-03,completed,PROD12,1,44.99,Vintage Pool Hat,Hats,2024-04-20,UK,44.99
ORD2083,CUST1421,2023-05-03,completed,PROD9,3,44.99,Stripes Hat,Accessories,2024-04-20,UK,134.97
ORD2084,CUST1191,2023-03-26,completed,PROD20,2,29.99,Final Shot Hat,Hats,2024-05-08,DE,59.98
ORD2085,CUST1251,2023-02-15,completed,PROD14,1,29.99,Golden Cue Hat,Accessories,2023-02-07,US,29.99
ORD2086,CUST1225,2023-09-29,completed,PROD13,2,44.99,Midnight Felt Hat,Accessories,2023-01-25,US,89.98
ORD2086,CUST1225,2023-09-29,completed,PROD8,3,29.99,Blackout Hat,Accessories,2023-01-25,US,89.97
ORD2086,CUST1225,2023-09-29,completed,PROD1,1,39.99,8 Ball Hat,Hats,2023-01-25,US,39.99
ORD2087,CUST1293,2023-12-17,cancelled,PROD12,2,44.99,Vintage Pool Hat,Hats,2023-01-19,US,89.98
ORD2087,CUST1293,2023-12-17,cancelled,PROD3,2,29.99,Cue Stick Cap,Hats,2023-01-19,US,59.98
ORD2087,CUST1293,2023-12-17,cancelled,PROD18,1,39.99,Bank Shot Hat,Accessories,2023-01-19,US,39.99
ORD2088,CUST1305,2023-10-03,completed,PROD7,2,29.99,Lucky 7 Hat,Accessories,2023-02-21,,59.98
ORD2088,CUST1305,2023-10-03,completed,PROD17,2,39.99,Side Pocket Hat,Hats,2023-02-21,,79.98
ORD2088,CUST1305,2023-10-03,completed,PROD19,2,39.99,Rail King Hat,Accessories,2023-02-21,,79.98
ORD2089,CUST1097,2024-03-07,completed,PROD2,1,44.99,9 Ball Hat,Hats,2024-01-18,US,44.99
ORD2089,CUST1097,2024-03-07,completed,PROD18,2,29.99,Bank Shot Hat,Accessories,2024-01-18,US,59.98
ORD2089,CUST1097,2024-03-07,completed,PROD16,1,44.99,Rack Em Hat,Hats,2024-01-18,US,44.99
ORD2090,CUST1337,2023-02-10,completed,PROD2,3,34.99,9 Ball Hat,Hats,2023-05-13,MX,104.97
ORD2091,CUST1285,2023-07-22,completed,PROD5,2,34.99,Pocket King Hat,Hats,2023-07-22,US,69.98
ORD2091,CUST1285,2023-07-22,completed,PROD1,3,39.99,8 Ball Hat,Hats,2023-07-22,US,119.97
ORD2091,CUST1285,2023-07-22,completed,PROD8,2,34.99,Blackout Hat,Accessories,2023-07-22,US,69.98
ORD2092,CUST1334,2024-05-01,cancelled,PROD14,3,44.99,Golden Cue Hat,Accessories,2023-01-21,US,134.97
ORD2092,CUST1334,2024-05-01,cancelled,PROD19,3,39.99,Rail King Hat,Accessories,2023-01-21,US,119.97
ORD2093,CUST1346,2023-10-26,completed,PROD9,2,44.99,Stripes Hat,Accessories,2024-03-30,MX,89.98
ORD2093,CUST1346,2023-10-26,completed,PROD1,2,39.99,8 Ball Hat,Hats,2024-03-30,MX,79.98
ORD2093,CUST1346,2023-10-26,completed,PROD10,3,29.99,Solids Hat,Hats,2024-03-30,MX,89.97
ORD2094,CUST1434,2023-12-30,completed,PROD11,2,44.99,Chalk Logo Hat,Hats,2023-01-20,US,89.98
ORD2094,CUST1434,2023-12-30,completed,PROD12,3,39.99,Vintage Pool Hat,Hats,2023-01-20,US,119.97
ORD2094,CUST1434,2023-12-30,completed,PROD15,1,34.99,Hustler Hat,Hats,2023-01-20,US,34.99
ORD2095,CUST1446,2024-02-05,completed,PROD19,1,39.99,Rail King Hat,Accessories,2023-05-18,,39.99
ORD2095,CUST1446,2024-02-05,completed,PROD5,1,34.99,Pocket King Hat,Hats,2023-05-18,,34.99
ORD2095,CUST1446,2024-02-05,completed,PROD10,1,44.99,Solids Hat,Hats,2023-05-18,,44.99
ORD2095,CUST1446,2024-02-05,completed,PROD1,1,44.99,8 Ball Hat,Hats,2023-05-18,,44.99
ORD2096,CUST1481,2024-02-04,completed,PROD11,3,29.99,Chalk Logo Hat,Hats,2023-01-31,MX,89.97
ORD2096,CUST1481,2024-02-04,completed,PROD2,1,39.99,9 Ball Hat,Hats,2023-01-31,MX,39.99
